"Country","Variable","Sex","Variant","Year","Age","Value"
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1980"," 15-19",10433
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1980"," 20-24",21614
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1980"," 20-24",10822
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1980"," 20-24",10792
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1980"," 25-29",19964
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1980"," 25-29",9928
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1980"," 25-29",10036
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1980"," 30-34",17973
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1980"," 30-34",8842
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1980"," 30-34",9131
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1980"," 35-39",14185
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1980"," 35-39",6948
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1980"," 35-39",7237
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1980"," 40-44",11993
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1980"," 40-44",5889
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1980"," 40-44",6104
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1980"," 45-49",11362
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1980"," 45-49",5572
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1980"," 45-49",5790
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1980"," 50-54",11862
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1980"," 50-54",5696
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1980"," 50-54",6166
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1980"," 55-59",11747
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1980"," 55-59",5544
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1980"," 55-59",6204
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1980"," 60-64",10251
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1980"," 60-64",4750
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1980"," 60-64",5502
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1980"," 65-69",8941
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1980"," 65-69",3973
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1980"," 65-69",4968
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1980"," 70-74",7015
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1980"," 70-74",2934
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1980"," 70-74",4081
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1980"," 75-79",4833
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1980"," 75-79",1871
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1980"," 75-79",2963
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1980"," 80+",5194
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1980"," 80+",1682
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1980"," 80+",3512
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1985"," 0-4",18084
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1985"," 0-4",9251
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1985"," 0-4",8834
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1985"," 5-9",16963
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1985"," 5-9",8682
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1985"," 5-9",8281
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1985"," 10-14",17306
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1985"," 10-14",8860
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1985"," 10-14",8445
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1985"," 15-19",19110
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1985"," 15-19",9749
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1985"," 15-19",9361
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1985"," 20-24",21479
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1985"," 20-24",10828
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1985"," 20-24",10651
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1985"," 25-29",21984
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1985"," 25-29",11012
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1985"," 25-29",10972
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1985"," 30-34",20412
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1985"," 30-34",10134
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1985"," 30-34",10278
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1985"," 35-39",17888
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1985"," 35-39",8773
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1985"," 35-39",9114
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1985"," 40-44",14266
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1985"," 40-44",6985
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1985"," 40-44",7282
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1985"," 45-49",11897
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1985"," 45-49",5835
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1985"," 45-49",6062
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1985"," 50-54",11182
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1985"," 50-54",5451
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1985"," 50-54",5731
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1985"," 55-59",11432
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1985"," 55-59",5422
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1985"," 55-59",6010
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1985"," 60-64",11048
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1985"," 60-64",5126
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1985"," 60-64",5922
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1985"," 65-69",9508
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1985"," 65-69",4254
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1985"," 65-69",5254
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1985"," 70-74",7625
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1985"," 70-74",3205
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1985"," 70-74",4420
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1985"," 75-79",5691
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1985"," 75-79",2192
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1985"," 75-79",3500
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1985"," 80+",5995
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1985"," 80+",1885
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1985"," 80+",4110
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1990"," 0-4",19160
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1990"," 0-4",9804
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1990"," 0-4",9356
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1990"," 5-9",18378
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1990"," 5-9",9409
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1990"," 5-9",8969
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1990"," 10-14",17647
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1990"," 10-14",9041
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1990"," 10-14",8605
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1990"," 15-19",18151
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1990"," 15-19",9312
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1990"," 15-19",8840
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1990"," 20-24",19586
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1990"," 20-24",9949
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1990"," 20-24",9637
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1990"," 25-29",21503
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1990"," 25-29",10778
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1990"," 25-29",10726
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1990"," 30-34",22382
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1990"," 30-34",11141
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1990"," 30-34",11241
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1990"," 35-39",20401
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1990"," 35-39",10108
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1990"," 35-39",10294
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1990"," 40-44",18159
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1990"," 40-44",8918
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1990"," 40-44",9240
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1990"," 45-49",14052
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1990"," 45-49",6874
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1990"," 45-49",7178
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1990"," 50-54",11722
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1990"," 50-54",5714
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1990"," 50-54",6008
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1990"," 55-59",10776
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1990"," 55-59",5196
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1990"," 55-59",5580
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1990"," 60-64",10855
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1990"," 60-64",5060
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1990"," 60-64",5795
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1990"," 65-69",10234
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1990"," 65-69",4586
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1990"," 65-69",5649
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1990"," 70-74",8180
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1990"," 70-74",3492
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1990"," 70-74",4688
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1990"," 75-79",6264
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1990"," 75-79",2460
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1990"," 75-79",3804
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1990"," 80-84",4031
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1990"," 80-84",1379
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1990"," 80-84",2652
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1990"," 85-89",2021
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1990"," 85-89",589
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1990"," 85-89",1432
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1990"," 90-94",754
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1990"," 90-94",185
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1990"," 90-94",569
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1990"," 95-99",220
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1990"," 95-99",45
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1990"," 95-99",175
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1990"," 100+",32
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1990"," 100+",6
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1990"," 100+",26
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1995"," 0-4",19697
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1995"," 0-4",10081
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1995"," 0-4",9617
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1995"," 5-9",19509
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1995"," 5-9",9990
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1995"," 5-9",9519
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1995"," 10-14",19374
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1995"," 10-14",9928
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1995"," 10-14",9446
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1995"," 15-19",18654
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1995"," 15-19",9596
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1995"," 15-19",9058
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1995"," 20-24",18511
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1995"," 20-24",9420
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1995"," 20-24",9091
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1995"," 25-29",19926
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1995"," 25-29",10020
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1995"," 25-29",9906
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1995"," 30-34",22443
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1995"," 30-34",11245
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1995"," 30-34",11197
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1995"," 35-39",22631
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1995"," 35-39",11277
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1995"," 35-39",11354
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1995"," 40-44",20386
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1995"," 40-44",10074
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1995"," 40-44",10312
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1995"," 45-49",17687
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1995"," 45-49",8650
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1995"," 45-49",9037
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1995"," 50-54",13882
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1995"," 50-54",6753
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1995"," 50-54",7129
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1995"," 55-59",11335
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1995"," 55-59",5472
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1995"," 55-59",5863
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1995"," 60-64",10282
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1995"," 60-64",4895
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1995"," 60-64",5387
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1995"," 65-69",10047
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1995"," 65-69",4573
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1995"," 65-69",5474
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1995"," 70-74",8887
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1995"," 70-74",3859
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1995"," 70-74",5028
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1995"," 75-79",6740
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1995"," 75-79",2723
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1995"," 75-79",4018
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1995"," 80-84",4360
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1995"," 80-84",1548
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1995"," 80-84",2812
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1995"," 85-89",2471
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1995"," 85-89",728
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1995"," 85-89",1743
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1995"," 90-94",936
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1995"," 90-94",223
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1995"," 90-94",712
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1995"," 95-99",237
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1995"," 95-99",46
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1995"," 95-99",190
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","1995"," 100+",44
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","1995"," 100+",7
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","1995"," 100+",37
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2000"," 0-4",19460
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2000"," 0-4",9954
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2000"," 0-4",9505
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2000"," 5-9",20587
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2000"," 5-9",10543
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2000"," 5-9",10044
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2000"," 10-14",20713
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2000"," 10-14",10615
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2000"," 10-14",10098
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2000"," 15-19",20455
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2000"," 15-19",10521
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2000"," 15-19",9934
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2000"," 20-24",19450
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2000"," 20-24",9952
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2000"," 20-24",9498
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2000"," 25-29",19564
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2000"," 25-29",9895
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2000"," 25-29",9669
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2000"," 30-34",20818
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2000"," 30-34",10467
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2000"," 30-34",10350
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2000"," 35-39",22815
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2000"," 35-39",11376
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2000"," 35-39",11439
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2000"," 40-44",22684
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2000"," 40-44",11257
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2000"," 40-44",11427
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2000"," 45-49",20423
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2000"," 45-49",10055
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2000"," 45-49",10368
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2000"," 50-54",17821
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2000"," 50-54",8683
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2000"," 50-54",9138
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2000"," 55-59",13603
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2000"," 55-59",6561
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2000"," 55-59",7041
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2000"," 60-64",11013
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2000"," 60-64",5255
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2000"," 60-64",5758
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2000"," 65-69",9679
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2000"," 65-69",4512
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2000"," 65-69",5168
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2000"," 70-74",8922
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2000"," 70-74",3939
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2000"," 70-74",4983
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2000"," 75-79",7458
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2000"," 75-79",3069
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2000"," 75-79",4390
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2000"," 80-84",5025
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2000"," 80-84",1859
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2000"," 80-84",3166
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2000"," 85-89",2662
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2000"," 85-89",826
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2000"," 85-89",1835
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2000"," 90-94",1119
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2000"," 90-94",272
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2000"," 90-94",847
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2000"," 95-99",280
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2000"," 95-99",53
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2000"," 95-99",227
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2000"," 100+",45
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2000"," 100+",7
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2000"," 100+",38
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2005"," 0-4",20114
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2005"," 0-4",10276
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2005"," 0-4",9838
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2005"," 5-9",19679
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2005"," 5-9",10062
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2005"," 5-9",9617
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2005"," 10-14",21380
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2005"," 10-14",10951
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2005"," 10-14",10429
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2005"," 15-19",21645
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2005"," 15-19",11138
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2005"," 15-19",10507
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2005"," 20-24",21219
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2005"," 20-24",10870
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2005"," 20-24",10349
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2005"," 25-29",19887
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2005"," 25-29",9997
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2005"," 25-29",9890
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2005"," 30-34",20031
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2005"," 30-34",10039
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2005"," 30-34",9992
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2005"," 35-39",21109
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2005"," 35-39",10523
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2005"," 35-39",10586
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2005"," 40-44",22814
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2005"," 40-44",11302
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2005"," 40-44",11513
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2005"," 45-49",22549
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2005"," 45-49",11130
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2005"," 45-49",11418
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2005"," 50-54",20242
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2005"," 50-54",9902
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2005"," 50-54",10340
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2005"," 55-59",17521
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2005"," 55-59",8464
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2005"," 55-59",9057
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2005"," 60-64",13173
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2005"," 60-64",6282
